-5.498748228087427803e-01,0.000000000000000000e+00
7.407427319581091352e-01,5.000000000000000278e-02
-9.446615153049584546e-01,1.000000000000000056e-01
1.125859060138606704e+00,1.500000000000000222e-01
1.913502028715861503e+00,2.000000000000000111e-01
-8.562929921485240570e-01,2.500000000000000000e-01
-6.721197546055827088e-01,3.000000000000000444e-01
1.351524147464505443e+00,3.500000000000000333e-01
-3.016380501523472368e-01,4.000000000000000222e-01
-3.239146778713615227e-01,4.500000000000000111e-01
-3.060359539181162214e-01,5.000000000000000000e-01
4.170866663301818766e-01,5.500000000000000444e-01
6.707611131396634674e-01,6.000000000000000888e-01
4.399828950122354199e-01,6.500000000000000222e-01
-6.845880278396285767e-01,7.000000000000000666e-01
1.010032905646706114e+00,7.500000000000000000e-01
5.910613651190961271e-01,8.000000000000000444e-01
1.591917904487133162e-01,8.500000000000000888e-01
-1.341718949831162577e+00,9.000000000000000222e-01
-1.344936109389266887e+00,9.500000000000000666e-01
-8.621926811070905750e-01,1.000000000000000000e+00
1.667233439515440008e+00,1.050000000000000044e+00
-4.009414427338356401e-01,1.100000000000000089e+00
-1.361372344865606210e-01,1.150000000000000133e+00
-1.559163469857201223e+00,1.200000000000000178e+00
-3.427231112745341979e-01,1.250000000000000000e+00
1.519759754680522601e+00,1.300000000000000044e+00
-4.431422202917018049e-01,1.350000000000000089e+00
3.200229451703590078e-01,1.400000000000000133e+00
-9.483137489879591708e-01,1.450000000000000178e+00
7.362500600207264601e-01,1.500000000000000000e+00
2.078640482142271040e+00,1.550000000000000044e+00
1.616687450746550958e+00,1.600000000000000089e+00
4.003505272303212736e-01,1.650000000000000133e+00
1.148569773635175428e+00,1.700000000000000178e+00
-2.295672474987227041e-01,1.750000000000000000e+00
1.155129790484301644e+00,1.800000000000000044e+00
9.124584736191315715e-01,1.850000000000000089e+00
4.206887590733021653e-02,1.900000000000000133e+00
1.732578454877221175e+00,1.950000000000000178e+00
-1.552833490699772057e+00,2.000000000000000000e+00
1.833368972193498037e+00,2.050000000000000266e+00
1.098601412606761585e+00,2.100000000000000089e+00
1.998671033763442129e+00,2.149999999999999911e+00
1.024213544010680987e+00,2.200000000000000178e+00
1.093288409721096865e+00,2.250000000000000000e+00
5.495001051030737882e-01,2.300000000000000266e+00
2.709014067245050228e+00,2.350000000000000089e+00
8.148622995442138528e-01,2.400000000000000355e+00
2.425843970436930341e+00,2.450000000000000178e+00
1.024523124171495603e+00,2.500000000000000000e+00
2.198156125489133306e+00,2.550000000000000266e+00
3.151793781584290244e+00,2.600000000000000089e+00
2.228326815169193065e+00,2.650000000000000355e+00
6.482717346063571195e-01,2.700000000000000178e+00
2.297004448423568768e+00,2.750000000000000000e+00
2.496048731470112081e+00,2.800000000000000266e+00
2.236567408409296132e+00,2.850000000000000089e+00
3.356044368149903256e+00,2.900000000000000355e+00
1.755554799861653192e+00,2.950000000000000178e+00
3.030915485991104941e+00,3.000000000000000000e+00
2.945510703594950375e+00,3.050000000000000266e+00
2.802384016218693930e+00,3.100000000000000089e+00
4.773200656622087479e+00,3.150000000000000355e+00
2.113077945032861393e+00,3.200000000000000178e+00
3.320860923372821905e+00,3.250000000000000000e+00
3.942070611566957705e+00,3.300000000000000266e+00
5.041310829790567993e+00,3.350000000000000089e+00
2.923627182490474041e+00,3.400000000000000355e+00
3.956750227295902533e+00,3.450000000000000178e+00
4.145283057425994677e+00,3.500000000000000000e+00
2.651676216076221948e+00,3.550000000000000266e+00
4.396348354567762406e+00,3.600000000000000089e+00
5.277323784946251095e+00,3.650000000000000355e+00
3.960628433478536881e+00,3.700000000000000178e+00
5.485488651752353562e+00,3.750000000000000000e+00
4.244575760522981689e+00,3.800000000000000266e+00
5.756041178069488673e+00,3.850000000000000089e+00
3.424430515557233434e+00,3.900000000000000355e+00
5.009140103845341585e+00,3.950000000000000178e+00
6.032157876642235905e+00,4.000000000000000000e+00
5.308554501720415431e+00,4.049999999999999822e+00
7.608632720931208127e+00,4.100000000000000533e+00
6.139701471811291889e+00,4.150000000000000355e+00
6.339473932633715059e+00,4.200000000000000178e+00
6.545300258656292947e+00,4.250000000000000000e+00
6.798527687444457790e+00,4.299999999999999822e+00
5.165844759174771816e+00,4.350000000000000533e+00
5.547413136189290661e+00,4.400000000000000355e+00
3.914714808444239136e+00,4.450000000000000178e+00
6.360435371482042299e+00,4.500000000000000000e+00
5.863908537224282291e+00,4.549999999999999822e+00
7.026136009860734610e+00,4.600000000000000533e+00
6.396921784809776135e+00,4.650000000000000355e+00
7.596436377348268820e+00,4.700000000000000178e+00
7.523047316582723631e+00,4.750000000000000000e+00
